Protein Group Name,Uniprot IDs,Representative Protein Description,Uniprot,env_0min vs. env_5min log2 fold change,env_0min vs. env_5min q-value,env_0min vs. env_5min significant,wt_0min vs. wt_5min log2 fold change,wt_0min vs. wt_5min q-value,wt_0min vs. wt_5min significant,wt_0min vs. wt_60min log2 fold change,wt_0min vs. wt_60min q-value,wt_0min vs. wt_60min significant,genome_0min vs. genome_60min log2 fold change,genome_0min vs. genome_60min q-value,genome_0min vs. genome_60min significant,wt_5min vs. env_5min log2 fold change,wt_5min vs. env_5min q-value,wt_5min vs. env_5min significant,wt_60min vs. genome_60min log2 fold change,wt_60min vs. genome_60min q-value,wt_60min vs. genome_60min significant,wt_0min vs. env_0min log2 fold change,wt_0min vs. env_0min q-value,wt_0min vs. env_0min significant,wt_0min vs. genome_0min log2 fold change,wt_0min vs. genome_0min q-value,wt_0min vs. genome_0min significant
PG251182,P30040,sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4,P30040,-0.05458278556705274,0.688598500088669,False,-0.15596560181783806,0.162081175655443,False,-0.24280708821768565,0.138745083568787,False,-0.008924799172960964,0.585662153622513,False,-0.027925230103710764,0.998455589782439,False,-0.07249242777713068,0.573176807399026,False,-0.12930804635449625,0.583295260299181,False,-0.30637471682185524,0.0352851358436668,False
PG252400,O95466-2,sp|O95466-2|FMNL1_HUMAN Isoform 2 of Formin-like protein 1 OS=Homo sapiens GN=FMNL1,O95466-2,-0.09395769550231423,0.613399292646382,False,0.16364830211382542,0.132176936066828,False,0.016966386508123956,0.625482072064035,False,-0.05368136327499472,0.392230303228262,False,-0.10221274974547216,0.998455589782439,False,0.00573495627207989,0.719758300657127,False,0.15539324787066736,0.451911585123167,False,0.07638270605519845,0.172630086440204,False
PG249962,Q6P1J9,sp|Q6P1J9|CDC73_HUMAN Parafibromin OS=Homo sapiens GN=CDC73 PE=1 SV=1,Q6P1J9,0.09565310927663967,0.649581427986061,False,0.056264345236265986,0.442246624853525,False,0.014610035727649524,0.658927145191315,False,0.011019057671957282,0.582220853057245,False,0.07932593064295358,0.998455589782439,False,0.14417241490382848,0.535066950624773,False,0.03993716660258001,0.760316719735388,False,0.14776339295952085,0.105430714338767,False
PG247942,P27348,sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1,P27348,-0.06726100663688958,0.670686617372824,False,-0.1783257749464645,0.159765851900353,False,-0.167426306339844,0.30108469270679,False,-0.021290552575125212,0.569927376646715,False,0.049505701178037355,0.998455589782439,False,-0.0426983092268549,0.650101814835899,False,-0.06155906713153766,0.695187194639515,False,-0.1888340629915738,0.125028861708068,False
PG242263,P52597,sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3,P52597,-0.13125418736944555,0.530188683563914,False,-0.13358155923462972,0.202400320536016,False,-0.03880780126620446,0.564000602294852,False,-0.010853623578328617,0.60336260207254,False,-0.010810280168675107,0.998943421107208,False,-0.02793659390646086,0.686080473330444,False,-0.01313765203385918,0.790790612507533,False,-0.05589077159433658,0.281702677432473,False
PG244387,Q29RF7,sp|Q29RF7|PDS5A_HUMAN Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens GN=PDS5A PE=1 SV=1,Q29RF7,0.08076769161688337,0.668928106679891,False,-0.010211631580385199,0.511264006646031,False,-0.017913256065330705,0.639154567233366,False,0.019920552111598745,0.543425665345511,False,0.11217990976986729,0.998455589782439,False,0.13075136577112126,0.573630774393907,False,0.021200586572598906,0.799499874183502,False,0.09291755759419186,0.152207946378557,False
PG250826,Q9HB71,sp|Q9HB71|CYBP_HUMAN Calcyclin-binding protein OS=Homo sapiens GN=CACYBP PE=1 SV=2,Q9HB71,-0.05713259059685336,0.675623782196948,False,-0.10683623898087813,0.224321289709505,False,-0.10566123826888432,0.393047379000105,False,0.024835385654757087,0.522629851458335,False,-0.019134576770287588,0.998455589782439,False,0.007464385654337294,0.715153883702508,False,-0.06883822515431243,0.6725255749366,False,-0.12303223826930405,0.110138701551442,False
PG247606,P38606|P38606-2,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=1 SV=2,P38606,-0.027612885883731734,0.724771684737823,False,-0.01719637241039826,0.488507997636062,False,-0.07359669369913387,0.425530044648084,False,0.04010262659803692,0.442397026713792,False,-0.05373944383429692,0.998455589782439,False,-0.03272669892837227,0.660990997311263,False,-0.043322930360963505,0.710995708773075,False,-0.14642601922554296,0.083564233698117,False
PG244124,P19838|P19838-2,sp|P19838-2|NFKB1_HUMAN Isoform 2 of Nuclear factor NF-kappa-B p105 subunit OS=Homo sapiens GN=NFKB1,P19838-2,-0.12483136877001946,0.553825529078775,False,0.02449938310377059,0.470816800227931,False,-0.0970587800335494,0.362053723877582,False,-0.014688698768574796,0.567613758117599,False,-0.06277783568297932,0.998455589782439,False,0.028385534810161723,0.672106100667176,False,0.08655291619081071,0.622876731358787,False,-0.05398454645481286,0.249708682570591,False
PG253312,Q96AG4,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1,Q96AG4,0.07434819181140342,0.681237696078687,False,0.21400638632307845,0.159520280983261,False,0.2756991041652401,0.196317444672517,False,-0.04033013592849294,0.517486960095052,False,0.10989150292113432,0.998455589782439,False,0.08212196203170281,0.594259689722173,False,0.24954969743280903,0.321438975167822,False,0.3981512021254359,0.0423817559654911,False
PG245875,Q13573,sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=1 SV=1,Q13573,0.23405951453865434,0.450498274599897,False,0.3801548462460333,0.0427391068024623,False,0.09962236054162801,0.575242983697152,False,0.11263384252224785,0.285914235672125,False,-0.04154197357428304,0.998455589782439,False,0.31232572737460834,0.524330914422182,False,0.10455335813309578,0.656591715732567,False,0.2993142453939886,0.0487499152735605,False
PG256546,Q8TCJ2,sp|Q8TCJ2|STT3B_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens GN=STT3B PE=1 SV=1,Q8TCJ2,0.12799473675477444,0.626352866660375,False,0.013623411614166886,0.52596629170707,False,-0.01613466114255158,0.642273817143681,False,0.018309585791608855,0.563161312244975,False,0.20235009097794984,0.998455589782439,False,0.0741881428256586,0.625782736394833,False,0.0879787658373422,0.683211171606029,False,0.039743895891498286,0.295444646193615,False
PG252163,Q13347,sp|Q13347|EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens GN=EIF3I PE=1 SV=1,Q13347,-0.05249129968531349,0.675643177823006,False,-0.06465467979884036,0.402436052149305,False,-0.01969694043274771,0.628498342592186,False,0.007747355992479501,0.596697305758629,False,-0.04910515765007484,0.998455589782439,False,-0.11359392831901079,0.540421571153925,False,-0.06126853776360173,0.700837048376445,False,-0.141038224744238,0.101739572885533,False
PG246421,P37837,sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2,P37837,-0.06503049358034231,0.656012248790527,False,-0.04489394513806822,0.400793501265267,False,-0.009083430615648272,0.654912079771,False,-0.06542581214971112,0.36315511431754,False,-0.039074487357662314,0.998455589782439,False,-0.06452093613023184,0.580304094049732,False,-0.018937938915388267,0.777945153677263,False,-0.008178554596168975,0.391522652235016,False
PG253106,P16402,sp|P16402|H13_HUMAN Histone H1.3 OS=Homo sapiens GN=HIST1H1D PE=1 SV=2,P16402,0.08949263440063997,0.7058995521564,False,1.0065718916634343,0.0719483048477717,True,0.8535529308562686,0.232412038468805,False,-0.26505215804786164,0.3949895447925,False,0.3963508086959784,0.998455589782439,False,0.40748775376005986,0.543413838935101,False,1.313430065958773,0.181099666977686,False,1.52609284266419,0.025494564270117,True
PG242167,P0DMV9|A0A0G2JIW1,tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1,A0A0G2JIW1,0.13569698214115145,0.550470337271766,False,0.02865140053207878,0.45217321880215,False,-0.019835734351031597,0.620035100601923,False,0.05747598334978085,0.401430328320161,False,0.053368302106468035,0.998455589782439,False,0.14776039058849305,0.524330914422182,False,-0.05367727950260455,0.695187194639515,False,0.0704486728876806,0.201164747340782,False
PG245701,Q13464,sp|Q13464|ROCK1_HUMAN Rho-associated protein kinase 1 OS=Homo sapiens GN=ROCK1 PE=1 SV=1,Q13464,-0.02052460402218278,0.734256996517076,False,0.009479203179588641,0.508554580732189,False,-0.042302749046198386,0.535699069154852,False,0.019957549573517835,0.557111322464288,False,-0.04649523077600034,0.998455589782439,False,0.020016449726788146,0.692327936769333,False,-0.01649142357422877,0.784670341978968,False,-0.04224384889292828,0.292890599881337,False
PG242597,P20042,sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens GN=EIF2S2 PE=1 SV=2,P20042,0.11273202836405645,0.638684718576198,False,0.042103487453658064,0.428486049911022,False,0.0756606537240063,0.547968885744507,False,-0.002746319627498581,0.613630633620276,False,0.054993421277846864,0.998455589782439,False,0.05819812762888594,0.642466445177668,False,-0.01563511963255168,0.790790612507533,False,0.13660510098039083,0.122331771691684,False
PG247943,P63104,sp|P63104|1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1,P63104,0.014650902575259868,0.74317322282428,False,-0.06293667249056437,0.330139225701279,False,-0.005744881456041786,0.662438125314979,False,-0.02539459430837095,0.527726589753265,False,0.0358822823402801,0.998455589782439,False,-0.06054453736022726,0.631832854425181,False,-0.041705292725544164,0.725363816253675,False,-0.04089482450789811,0.282153497831309,False
PG249858,Q01518|Q01518-2,sp|Q01518|CAP1_HUMAN Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5,Q01518,0.05914300440434385,0.675623782196948,False,0.1927590608596594,0.1245774826554,False,0.10370326907439492,0.416598393872278,False,0.11774226422503482,0.258626656279714,False,0.05126156343049222,0.998455589782439,False,0.11771566228623506,0.556775759805706,False,0.18487761988580784,0.476550796221235,False,0.1036766671355955,0.141153008649823,False
PG245740,O43290,sp|O43290|SNUT1_HUMAN U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens GN=SART1 PE=1 SV=1,O43290,0.06010755546885112,0.66778715903497,False,0.12348578192150782,0.18701432001851,False,0.1008294884888551,0.353433520415996,False,-0.0031838068739834372,0.611136546131175,False,-0.029427541549383537,0.998455589782439,False,0.08850023703678417,0.564802093088522,False,0.033950684903273284,0.735683020761973,False,0.19251353239962266,0.0664364464256638,False
PG251551,P49916|P49916-3,sp|P49916|DNLI3_HUMAN DNA ligase 3 OS=Homo sapiens GN=LIG3 PE=1 SV=2,P49916,0.06511052766595546,0.678919379071975,False,-0.03222304054971312,0.471416839029196,False,-0.031134845825507032,0.615524900659261,False,0.12812284618546543,0.208149785247703,False,0.10028278462309516,0.998455589782439,False,0.1383058335474974,0.565444221112798,False,0.0029492164074263944,0.819305476925619,False,-0.020951858463474977,0.345839126970052,False
PG256501,Q96SB4,sp|Q96SB4|SRPK1_HUMAN SRSF protein kinase 1 OS=Homo sapiens GN=SRPK1 PE=1 SV=2,Q96SB4,-0.06474201074701737,0.651369683686774,False,-0.019229144370248304,0.477865126595617,False,-0.07690158077358757,0.423366140033603,False,-0.09105062151560596,0.332376777955854,False,-0.028545969770247072,0.998455589782439,False,-0.04168270564974034,0.640261480958302,False,0.01696689660652185,0.783019000670885,False,-0.02753366490772195,0.336331174851038,False
PG250927,P26196,sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens GN=DDX6 PE=1 SV=2,P26196,-0.007679967668046386,0.751930306534628,False,-0.06189083452726555,0.346009081440201,False,-0.05556980177366886,0.487223489369369,False,0.04779687693004321,0.41215261133992,False,-0.060440499460058895,0.998455589782439,False,-0.005757692901228839,0.719758300657127,False,-0.11465136631927801,0.564338873312316,False,-0.10912437160494098,0.124787506024017,False
PG251941,P28340|M0R2B7,tr|M0R2B7|M0R2B7_HUMAN DNA polymerase OS=Homo sapiens GN=POLD1 PE=1 SV=1,M0R2B7,-0.1227447924422176,0.551589160112381,False,-0.15131583046756275,0.143678198146139,False,-0.07831132573675952,0.393536787423883,False,-0.04381448660136941,0.462581317391797,False,-0.06764868668781335,0.998455589782439,False,-0.03945179134044908,0.638747631548118,False,-0.09621972471315869,0.598504442702154,False,-0.07394863047583912,0.204887149295186,False
PG255256,P62191,sp|P62191|PRS4_HUMAN 26S protease regulatory subunit 4 OS=Homo sapiens GN=PSMC1 PE=1 SV=1,P62191,0.011307217373512517,0.747639307603248,False,0.08443580062205329,0.261492277413187,False,0.044495559515210156,0.527361618964037,False,0.0044538095188338955,0.604315365293769,False,-0.0322818789674728,0.998455589782439,False,-0.07638977057561454,0.564802093088522,False,0.040846704281068034,0.716604662073118,False,-0.036348020579238284,0.28723738362558,False
PG248736,P04083,sp|P04083|ANXA1_HUMAN Annexin A1 OS=Homo sapiens GN=ANXA1 PE=1 SV=2,P04083,-0.01450504759727366,0.744779413822682,False,0.11847168882841638,0.190451209934691,False,0.2932049834920655,0.142631750133771,False,0.014841703686461845,0.562234500246143,False,-0.007954489757277165,0.999013945026389,False,-0.11865410587541018,0.543904660827071,False,0.12502224666841283,0.566597642067805,False,0.15970917393019327,0.0779024254324826,False
PG251920,Q13838|Q13838-2,sp|Q13838-2|DX39B_HUMAN Isoform 2 of Spliceosome RNA helicase DDX39B OS=Homo sapiens GN=DDX39B,Q13838-2,-0.02785485175917754,0.725555760968819,False,0.07663683940871364,0.302913895812543,False,0.10817712078123747,0.372574586302665,False,-0.09353843286550588,0.342889672880035,False,-0.00235552066618239,0.999220576730913,False,0.017927692907608272,0.701291970609835,False,0.10213617050170888,0.599094580983805,False,0.21964324655435177,0.0711849081254257,False
PG247112,Q16881|Q16881-3|Q16881-4|A0A087WSY9|A0A087WSW9,sp|Q16881|TRXR1_HUMAN Thioredoxin reductase 1; cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=3,Q16881,0.06408537175805408,0.660371332910787,False,0.14266676282504073,0.164531545562501,False,0.08576640844966756,0.386975128732484,False,0.10817577188439823,0.284510990005603,False,-0.11375032953213218,0.998455589782439,False,-0.041554418345731065,0.638747631548118,False,-0.03516893846514581,0.734785198672828,False,-0.06396378178046166,0.234214360086149,False
PG247345,Q8NBS9,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens GN=TXNDC5 PE=1 SV=2,Q8NBS9,-0.20949810722123266,0.434370090957029,False,0.07966882837309068,0.281749272428044,False,-0.0475384646994404,0.534755345224114,False,-0.1443012783167522,0.184528979923056,False,-0.11972004678274725,0.998455589782439,False,-0.10452917074486874,0.550088937762269,False,0.16944688881157605,0.433649617407536,False,-0.007766357127556784,0.389631307767388,False
PG245584,P62829,sp|P62829|RL23_HUMAN 60S ribosomal protein L23 OS=Homo sapiens GN=RPL23 PE=1 SV=1,P62829,0.1806864223568325,0.464156340334365,False,0.12683271607674823,0.312413892133672,False,0.1928038025789957,0.364486287103541,False,0.11756460645799532,0.234523622806434,False,0.05461493802450708,0.998455589782439,False,0.06764204277989343,0.629570714487505,False,0.0007612317444232588,0.819305476925619,False,0.14288123890089366,0.17968988157738,False
PG242259,Q9BUJ2|Q9BUJ2-2,sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2,Q9BUJ2,0.0032909970413857893,0.760086355290373,False,0.10701789073075886,0.224321289709505,False,0.15063097725214342,0.265186171543313,False,-0.028101663691386048,0.534878831626591,False,0.05606261205953761,0.998455589782439,False,0.11792726529011162,0.531778048320098,False,0.15978950574891088,0.456919544624881,False,0.29665990623364086,0.0505145619521049,False
PG254448,Q9NTK5|J3KQ32,tr|J3KQ32|J3KQ32_HUMAN Obg-like ATPase 1 OS=Homo sapiens GN=OLA1 PE=1 SV=1,J3KQ32,0.0706096910339848,0.656661430807333,False,-0.02471137346164236,0.458200043490878,False,0.01004850492988623,0.652357971339698,False,0.06513253453154433,0.352568516973328,False,0.014428545390448834,0.998455589782439,False,0.00954733474436787,0.712985312204866,False,-0.08089251910517845,0.642156807262699,False,-0.045536694857290366,0.263551299974267,False
PG249675,O95319|O95319-2|O95319-3|O95319-4|O95319-5|E9PC62|Q5VZZ6|A0A1B0GUN8|A0A1B0GU44|V9GYD9|A0A0J9YX66|A0A0J9YXJ0,tr|A0A0J9YXJ0|A0A0J9YXJ0_HUMAN CUGBP Elav-like family member 2 OS=Homo sapiens GN=CELF2 PE=1 SV=1,A0A0J9YXJ0,-0.16303529540522707,0.507698531739856,False,0.11543818133185206,0.313098508861368,False,0.015485667040012113,0.635492498456529,False,-0.07761807122615884,0.367458848460661,False,0.012870749743332507,0.998455589782439,False,0.05604124115677615,0.595141694626988,False,0.2913442264804117,0.396993443575739,False,0.14914497942294713,0.110194081797127,False
PG251050,Q13561|Q13561-2|Q13561-3,sp|Q13561-2|DCTN2_HUMAN Isoform 2 of Dynactin subunit 2 OS=Homo sapiens GN=DCTN2,Q13561-2,-0.03821677334256233,0.707921971629688,False,0.014016888120858979,0.508299216544191,False,0.07785900940106949,0.459395580897528,False,0.06738098151919931,0.370755306872696,False,-0.109042336575444,0.998455589782439,False,-0.037271572189879636,0.670053684849909,False,-0.05680867511202275,0.695187194639515,False,-0.026793544308009523,0.33012074119893,False
PG246237,P56192,sp|P56192|SYMC_HUMAN Methionine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2,P56192,-0.07257046020216953,0.638684718576198,False,-0.09872894794927828,0.228582470586695,False,-0.1034806353122428,0.320951908562664,False,-0.023872972012722992,0.53468216351773,False,-0.028080635993842296,0.998455589782439,False,-0.05896273046799457,0.603283617255778,False,-0.05423912374095099,0.683548137267734,False,-0.13857039376751434,0.0850472953742907,False
PG256586,O60763|O60763-2,sp|O60763-2|USO1_HUMAN Isoform 2 of General vesicular transport factor p115 OS=Homo sapiens GN=USO1,O60763-2,0.0313688030769663,0.71692343532546,False,0.0644784295310208,0.348470274671065,False,-0.07252748834018476,0.41855483946388,False,0.028704722676961236,0.516246619966563,False,-0.010000818414397518,0.998943421107208,False,0.08222026721927642,0.555845796727506,False,0.023108808039657102,0.767432992356203,False,-0.01901194379786974,0.359126596241164,False
PG247561,Q4G0F5,sp|Q4G0F5|VP26B_HUMAN Vacuolar protein sorting-associated protein 26B OS=Homo sapiens GN=VPS26B PE=1 SV=2,Q4G0F5,-0.04939356973601741,0.681781572994237,False,-0.11473736359643305,0.244109629353264,False,-0.1905057528601344,0.179119126670297,False,-0.039491135800071395,0.477203352439828,False,-0.025983558845368588,0.998455589782439,False,0.01862107477593711,0.692327936769333,False,-0.09132735270578429,0.615297331380561,False,-0.13239354228412592,0.117327151348148,False
PG251165,Q92556,sp|Q92556|ELMO1_HUMAN Engulfment and cell motility protein 1 OS=Homo sapiens GN=ELMO1 PE=1 SV=2,Q92556,-0.03807056990230059,0.709422340444491,False,-0.03736198890424426,0.413471169301829,False,-0.14646274509430152,0.229422043518996,False,-0.03281670154808629,0.493688797452347,False,0.007667755701609015,0.999013945026389,False,-0.034505956063961035,0.656438137176363,False,0.008376336699665353,0.807756076625516,False,-0.14815199961017633,0.0812058432850939,False
PG248605,P04075,sp|P04075|ALDOA_HUMAN Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA PE=1 SV=2,P04075,0.07054449501257423,0.668928106679891,False,-0.022582730571349127,0.491034266174715,False,-0.004780293673920605,0.663859576923688,False,0.09846048092656874,0.251736092341647,False,0.06458900681607604,0.998455589782439,False,0.01370920937483964,0.706905024101106,False,-0.028538218767847214,0.769926663321739,False,-0.08953156522564983,0.147034896220933,False
PG247621,Q9UIA9|E7ESC6,tr|E7ESC6|E7ESC6_HUMAN Exportin-7 OS=Homo sapiens GN=XPO7 PE=1 SV=1,E7ESC6,0.11839362972903252,0.571858758305871,False,-0.12995800475835612,0.190859797577415,False,-0.1439066035133571,0.250417486431447,False,0.04066885776303612,0.457212201016213,False,0.10909105985472815,0.998455589782439,False,0.08153264409418831,0.559590685708231,False,-0.13926057463266023,0.547844633846621,False,-0.10304281718220488,0.150669404909529,False
PG251809,P50570-4,sp|P50570-4|DYN2_HUMAN Isoform 4 of Dynamin-2 OS=Homo sapiens GN=DNM2,P50570-4,0.007195627546007553,0.753600297311163,False,-0.012242782764432556,0.503649305443828,False,-0.030057156644170312,0.580707838661846,False,-0.028703688529167045,0.505952835634778,False,-0.05930550958760872,0.998455589782439,False,-0.08579279389700033,0.550088937762269,False,-0.07874391989804887,0.632020946614763,False,-0.0871462620120036,0.163522203320774,False
PG255230,P62333|A0A087X2I1,tr|A0A087X2I1|A0A087X2I1_HUMAN 26S protease regulatory subunit 10B OS=Homo sapiens GN=PSMC6 PE=1 SV=1,A0A087X2I1,-0.0338409005386511,0.708572555142074,False,-0.09652894099828487,0.256067382042775,False,-0.03507191243035697,0.575939385001978,False,0.01538538791686964,0.561617127558849,False,-0.018728765799500894,0.998455589782439,False,-0.03209029491459305,0.661081874845223,False,-0.08141680625913487,0.629682568594711,False,-0.08254759526181969,0.182153044417898,False
PG243030,Q12905,sp|Q12905|ILF2_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens GN=ILF2 PE=1 SV=2,Q12905,-0.0079195883805905,0.753600297311163,False,-0.09886772085016803,0.286704646449041,False,0.0007874546905290088,0.677303071638582,False,-0.0041903709212793355,0.611136546131175,False,0.026051363509270852,0.998455589782439,False,-0.03974688219081256,0.655155483663305,False,-0.06489676896030662,0.680233014091125,False,-0.0347690565790043,0.321599929416427,False
PG254356,Q08J23,sp|Q08J23|NSUN2_HUMAN tRNA (cytosine(34)-C(5))-methyltransferase OS=Homo sapiens GN=NSUN2 PE=1 SV=2,Q08J23,-0.011426622806061984,0.747639307603248,False,-0.062557238519959,0.331599176473319,False,-0.11575646661122577,0.348386670157267,False,0.01950868148690274,0.543486969909358,False,-0.007357605872828907,0.999220576730913,False,0.08481305956119187,0.56595349365192,False,-0.05848822158672585,0.682904478248704,False,-0.05045208853693649,0.264536044669358,False
PG244912,P40937,sp|P40937|RFC5_HUMAN Replication factor C subunit 5 OS=Homo sapiens GN=RFC5 PE=1 SV=1,P40937,-0.0657588577494912,0.684876191598367,False,-0.11688043742950083,0.196298420578234,False,-0.19398230617827264,0.199369906274746,False,-0.14327632953451733,0.196017070448761,False,0.03487419593258363,0.998455589782439,False,-0.11216759142942,0.535066950624773,False,-0.01624738374742597,0.788629247720799,False,-0.1628735680731753,0.081269250456117,False
PG252627,P07954-2,sp|P07954-2|FUMH_HUMAN Isoform Cytoplasmic of Fumarate hydratase; mitochondrial OS=Homo sapiens GN=FH,P07954-2,-0.07365812407116172,0.64603298508216,False,-0.06113343563299755,0.3442072225707,False,-0.026406084880364385,0.602790802639474,False,-0.040315930605170656,0.446437043145466,False,-0.07840666713681216,0.998455589782439,False,-0.0463390656187632,0.637099940441307,False,-0.06588197869864809,0.6725255749366,False,-0.03242921989395684,0.302326303288424,False
PG244710,P30566|A0A1B0GTJ7|A0A1B0GWJ0,sp|P30566|PUR8_HUMAN Adenylosuccinate lyase OS=Homo sapiens GN=ADSL PE=1 SV=2,P30566,0.06268875210365277,0.683838074883005,False,0.14989650480066244,0.152346838713401,False,-0.019878521121170004,0.620476500051471,False,0.08617173045219668,0.290764962005958,False,0.026265179430835554,0.998455589782439,False,-0.0003372069311978786,0.734373408435218,False,0.11347293212784526,0.632770317896109,False,-0.10638745850456487,0.121784621883081,False
PG253309,Q8N1G4,sp|Q8N1G4|LRC47_HUMAN Leucine-rich repeat-containing protein 47 OS=Homo sapiens GN=LRRC47 PE=1 SV=1,Q8N1G4,0.07759040390825725,0.64791044597447,False,0.12843826108394124,0.192435377209474,False,-0.04403503038876337,0.537016253571885,False,-0.03178066755555267,0.493054383182353,False,0.09117298378041262,0.998455589782439,False,0.06778763792213872,0.587207491172816,False,0.14202084095609682,0.514145302845268,False,0.05553327508892828,0.235799939739892,False
PG255591,P62269,sp|P62269|RS18_HUMAN 40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3,P62269,0.018123420024650345,0.735565450654195,False,-0.059902454985034576,0.410215964928174,False,0.2141875503862705,0.212945558405449,False,0.18772464533871921,0.140029157567245,False,0.06346167155761684,0.998455589782439,False,-0.0492849799513972,0.620387466635849,False,-0.014564203452068172,0.798235835373855,False,-0.022822074903845756,0.367860531958169,False
PG243758,Q10713,sp|Q10713|MPPA_HUMAN Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens GN=PMPCA PE=1 SV=2,Q10713,-0.08212573667983722,0.631934373630812,False,-0.20743487327480628,0.105198866892344,False,-0.1657655328794398,0.200735986199792,False,0.06919267962467622,0.342365904766028,False,0.055424765247920935,0.998455589782439,False,0.020627757187958073,0.688488209878784,False,-0.06988437134704827,0.647959839622021,False,-0.21433045531615819,0.0505145619521049,False
PG256209,Q9Y2Z0,sp|Q9Y2Z0|SGT1_HUMAN Protein SGT1 homolog OS=Homo sapiens GN=SUGT1 PE=1 SV=3,Q9Y2Z0,-0.0052186676829114155,0.757392817242103,False,-0.09300133133631795,0.262803212221191,False,-0.14723782936053292,0.237438652864015,False,-0.0896589838130214,0.345949865652531,False,-0.01166525462173553,0.998455589782439,False,-0.01787177332294311,0.701291970609835,False,-0.09944791827514204,0.598504442702154,False,-0.07545061887045454,0.202640722951356,False
PG256530,P16949,sp|P16949|STMN1_HUMAN Stathmin OS=Homo sapiens GN=STMN1 PE=1 SV=3,P16949,-0.009620912614455822,0.751277456866685,False,0.14532521996469447,0.278451853904588,False,0.15474425698008262,0.344259797094484,False,-0.006887682319220795,0.608378028238241,False,-0.11086210089222238,0.998455589782439,False,-0.11286689257044544,0.574551585946273,False,0.044084031686927774,0.724176510314528,False,0.04876504672885775,0.293551643535101,False
PG248620,O00203|O00203-3,sp|O00203|AP3B1_HUMAN AP-3 complex subunit beta-1 OS=Homo sapiens GN=AP3B1 PE=1 SV=3,O00203,-0.12600583354308528,0.532203191551831,False,-0.04380515236132426,0.391778985772463,False,-0.03266114455976399,0.57688878883285,False,0.029311262204909753,0.517975973344511,False,-0.12235428825296857,0.998455589782439,False,0.011875348146531541,0.709935412818787,False,-0.04015360707120764,0.71716990145033,False,-0.05009705861814208,0.26325448389832,False
PG251937,Q13217,sp|Q13217|DNJC3_HUMAN DnaJ homolog subfamily C member 3 OS=Homo sapiens GN=DNAJC3 PE=1 SV=1,Q13217,-0.10829659279154953,0.631934373630812,False,-0.08982469702723248,0.266005508654285,False,-0.10993932389451974,0.333418029585364,False,0.03177456921556188,0.48965750773826,False,-0.07203707044128274,0.998455589782439,False,-0.04609022457659217,0.633104728144592,False,-0.05356517467696563,0.707638276950521,False,-0.18780411768667382,0.0636514662023045,False
PG244819,O00231,sp|O00231|PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens GN=PSMD11 PE=1 SV=3,O00231,0.03385981075354975,0.732920452024528,False,-0.05530532276570489,0.376816906733404,False,-0.07967858993595776,0.449057910052607,False,0.02195478655360359,0.536372020721022,False,-0.0008538295675947192,0.999220576730913,False,-0.009276788338502243,0.719758300657127,False,-0.09001896308684942,0.629682568594711,False,-0.11091016482806365,0.126325045952326,False
